Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
524404,Marksans Pharma Ltd.,MARKSANS,MARKSANS PHARMA LTD.,Active,A ,1.00,INE750C01026,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
524406,Omega Laboratories Ltd.,OMEGALAB,OMEGA LABORATORIES LTD.,Delisted,XD,10.00,INE006E01011,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
524408,Universal Starch-Chem Allied Ltd.,UNIVSTAR,UNIVERSAL STARCH-CHEM ALLIED LTD.,Active,XT,10.00,INE113E01015,Commodity Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Commodity Chemicals,
524410,SRHHL Industries Ltd,SRHHL,SRHHL INDUSTRIES LTD.,Delisted,B ,10.00,INE724B01023,Commodity Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Commodity Chemicals,
524412,Aarey Drugs & Pharmaceuticals Ltd,AREYDRG,AAREY DRUGS & PHARMACEUTICALS LTD.,Active,B ,10.00,INE198H01019,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
524414,Norris Medicines Ltd.,NORRIS,NORRIS MEDICINES LTD.,Active,X ,10.00,INE744C01029,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
524418,CDR Medical Industries Ltd.,CDRMEDI,CDR MEDICAL INDUSTRIES LTD.,Delisted,P ,10.00,NA          ,Medical Equipment,Equity,Healthcare,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Medical Equipment,
524424,Hi-Tech Drugs Ltd.,HITCHDR,HI-TECH DRUGS LTD.,Delisted,P ,10.00,NA          ,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
524426,Silcal Metallurgical Ltd.,SILCAL,SILCAL METALLURGICAL LTD.,Delisted,XD,10.00,INE545D01010,Iron & Steel/Interm.Products,Equity,Basic Materials,Metals & Mining,Steel,Iron & Steel and Intermediary Products,
524432,Karnav Leather Chemicals Ltd.,KARLECH,KARNAV LEATHER CHEMICALS LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524434,Asian Petroproducts & Exports Ltd.,ASINPET,ASIAN PETROPRODUCTS & EXPORTS LTD.,Active,XT,10.00,INE810M01019,Commodity Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Commodity Chemicals,
524438,Zora Pharma Ltd.,ZORAPHA,ZORA PHARMA LTD.,Delisted,Z ,10.00,NA          ,Diversified Commercial Services,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Diversified Commercial Services,
524440,Camex  Ltd.,CAMEXLTD,CAMEX LTD.,Active,X ,10.00,INE198C01010,Commodity Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Commodity Chemicals,
524442,Rahi Chemicals Ltd.,RAHICEM,RAHI CHEMICALS LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524444,EVEXIA LIFECARE LIMITED,EVEXIA,Evexia Lifecare Ltd,Active,X ,2.00,INE313M01022,Edible Oils,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Agricultural Food Products,Edible Oils,
524446,Sabero Organics Gujarat Ltd.,SABERORGAN,SABERO ORGANICS GUJARAT LTD.,Delisted,B ,10.00,INE243A01018,Agrochemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Fertilizers & Agricultural Chemicals,Agrochemicals,
524448,"Ahlcon Parenterals (India) Ltd.,",AHLCONQ,AHLCON PARENTERALS (INDIA) LTD.,Delisted,B ,10.00,INE027C01011,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
524450,Orion Acids & Chemicals Ltd.,ORIACID,ORION ACIDS & CHEMICALS LTD.,Delisted,P ,10.00,NA          ,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
524452,Sunstar Lubricants Ltd.,SUNSL,SUNSTAR LUBRICANTS LTD.,Delisted,Z ,10.00,INE120C01014,-,Equity,-,-,-,-,
524456,Curefast Remedies Ltd.,CUREREM,CUREFAST REMEDIES LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524458,Indo Euro Indchem Limited,INDOEURO,INDO EURO INDCHEM LTD.,Active,XT,10.00,INE319N01019,Specialty Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Specialty Chemicals,
524460,Richline Pharma Ltd.,RICHLNP,RICHLINE PHARMA LTD.,Delisted,P ,10.00,NA          ,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
524462,Paam Drugs &Pharmaceuticals Ltd.,PAMDRGS,PAAM DRUGS & PHARMACEUTICALS LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524464,Chemox Laboratories Ltd,CHEMLAB-B,CHEMOX LABORATORIES LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524466,Core Organics Ltd.,COREORG,CORE ORGANICS LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524468,White Way Products (Pharma) Ltd.,WHITEPR,WHITE WAY PRODUCTS (PHARMA) LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524470,Syncom Formulations (India) Ltd.,SYNCOMF,SYNCOM FORMULATIONS (INDIA) LTD.-$,Active,X ,1.00,INE312C01025,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
524474,Hitech Orgochem Ltd.,HITECOR,HITECH ORGOCHEM LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524476,Zillion Pharmachem Ltd.,ZILLOPH,ZILLION PHARMACHEM LTD.,Delisted,P ,10.00,INE845F01019,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
524478,Esskay Pharmaceuticals Ltd.,ESSPHRM,ESSKAY PHARMACEUTICALS LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524480,Riddhi Siddhi Gluco Biols Ltd,RIDDHI,RIDDHI SIDDHI GLUCO BIOLS LTD.-$,Active,X ,10.00,INE249D01019,Commodity Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Commodity Chemicals,
524482,Shilpax Laboratories Ltd.,SHILPLA,SHILPAX LABORATORIES LTD.,Delisted,P ,10.00,NA          ,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
524484,Trans Medicare Ltd.,TRAMEDI,TRANS MEDICARE LTD.,Delisted,ZP,10.00,INE358P01012,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
524486,Stilbene Chemicals Limited.,STLBNCH,STILBENE CHEMICALS LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524488,SVC INDUSTRIES LIMITED,SVCIND,SVC INDUSTRIES Ltd,Active,XT,10.00,INE038B01010,Commodity Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Commodity Chemicals,
524494,Ipca Laboratories Ltd.,IPCALAB,IPCA LABORATORIES LTD.,Active,A ,1.00,INE571A01038,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
524496,New World Medical (India) Ltd.,NEWRLDM,NEW WORLD MEDICAL (INDIA) LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524498,Mercury Phytochem Ltd.,MRCRYPH,MERCURY PHYTOCHEM LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524500,Kilitch Drugs (I) Ltd.,KILITCH,KILITCH DRUGS (INDIA) LTD.,Active,T ,10.00,INE729D01010,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
524502,Raaj Medisafe India Limited,RAAJMEDI,RAAJ MEDISAFE INDIA LTD.,Active,P ,10.00,INE548H01015,Medical Equipment,Equity,Healthcare,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Medical Equipment,
524504,Revati Organics Ltd.,REVAORG,REVATI ORGANICS LTD.,Suspended,XT,10.00,INE270D01015,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
524506,Coral Laboratories Ltd.,CORALAB,CORAL LABORATORIES LTD.,Active,X ,10.00,INE683E01017,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
524508,Vorin Laboratories Ltd.,VORLADM,VORIN LABORATORIES LTD.,Delisted,B ,10.00,INE331D01015,-,Equity,-,-,-,-,
524510,Rencal Chemicals (India) Ltd.,RENCHEM,RENCAL CHEMICALS (INDIA) LTD.,Delisted,P ,10.00,NA          ,Commodity Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Commodity Chemicals,
524512,Bombay Drugs & Pharmas Ltd.,BOMDRDM,BOMBAY DRUGS & PHARMAS LTD.,Delisted,B ,10.00,INE002C01014,-,Equity,-,-,-,-,
524514,Tulasee Bio-Ethanol Ltd.,TULASEEBIOE,TULASEE BIO-ETHANOL LTD.,Active,ZP,10.00,INE276N01011,Commodity Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Commodity Chemicals,
524516,Bacil Pharma Ltd.,BACPHAR,BACIL PHARMA LTD.,Suspended,XT,10.00,INE711D01018,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
524518,Krebs Biochemicals & Industries Ltd.,KREBSBIO,KREBS BIOCHEMICALS & INDUSTRIES LTD.-$,Active,B ,10.00,INE268B01013,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
524520,KMC Speciality Hospitals India Limited,KMCSHIL,KMC SPECIALITY HOSPITALS (INDIA) LTD.,Active,X ,1.00,INE879K01018,Healthcare Services,Equity,Healthcare,Healthcare Services,Healthcare Services,Healthcare Services,
524522,Laffans Petrochemicals Ltd.,LAFFANSQ,LAFFANS PETROCHEMICALS LTD.-$,Active,X ,10.00,INE919B01011,Commodity Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Commodity Chemicals,
524528,Velvette International Pharma Produ,VELVINT,VELVETTE INTERNATIONAL PHARMA PRODUCTS LTD.,Delisted,P ,10.00,INE042F01013,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
524532,Earnest Healthcare Ltd.,EARNHEA-B,EARNEST HEALTHCARE LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524534,Bhaskar Agrochemicals Ltd.,BHASKAGR,BHASKAR AGROCHEMICALS LTD.,Active,XT,10.00,INE972C01018,Agrochemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Fertilizers & Agricultural Chemicals,Agrochemicals,
524536,Sun Star Chemicals Ltd.,SUNSTAR,SUN STAR CHEMICALS LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524538,Allied Resins & Chemicals Ltd.,ALLRESN,ALLIED RESINS & CHEMICALS LTD.,Delisted,Z ,10.00,NA          ,Fibres & Plastics,Equity,Basic Materials,Chemicals & Petrochemicals,Petrochemicals,Fibers & Plastics,
524540,Secunderabad Health Care Ltd.,SECHE,SECUNDERABAD HEALTHCARE LTD.,Suspended,Z ,10.00,INE930C01016,Healthcare Services,Equity,Healthcare,Healthcare Services,Healthcare Services,Healthcare Services,
524542,Sukhjit Starch & Chemicals Ltd.,SUKHJITS,SUKHJIT STARCH & CHEMICALS LTD.-$,Active,X ,10.00,INE450E01011,Other Agricultural Products,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Agricultural Food Products,Other Agricultural Products,
524546,Shaba Chemicals Ltd.,SHABCHM,SHABA CHEMICALS LTD.,Suspended,P ,10.00,INE06DM01015,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
524548,Sharma East India Hospitals And Res,SHARMEH,SHARMA EAST INDIA HOSPITALS & MEDICAL RESEARCH LTD.,Suspended,P ,10.00,INE465H01012,Healthcare Services,Equity,Healthcare,Healthcare Services,Healthcare Services,Healthcare Services,
524552,Shasun Pharmaceuticals Limited,SHASUNPHAR,SHASUN PHARMACEUTICALS LTD.,Delisted,B ,2.00,INE317A01028,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
524554,MSD Industrial Enterprises Ltd,ANILALM,MSD INDUSTRIAL ENTERPRISES LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524556,Maha Chemicals Ltd.,MAHACHMDM,MAHA CHEMICALS LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524558,Neuland Laboratories Limited.,NEULANDLAB,NEULAND LABORATORIES LTD.,Active,A ,10.00,INE794A01010,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
524564,Gayatri BioOrganics Ltd,GAYATRIBI,GAYATRI BIOORGANICS LTD.,Active,XT,10.00,INE052E01015,Commodity Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Commodity Chemicals,
524566,Shaper Chemicals Ltd.,SHAPCHMDM,SHAPER CHEMICALS LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524568,Eclat Chemicals Ltd.,ECLATCH,ECLAT CHEMICALS LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524570,Poddar Pigments Ltd.,PODARPIGQ,PODDAR PIGMENTS LTD.-$,Active,B ,10.00,INE371C01013,Specialty Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Specialty Chemicals,
524572,Pharmaids Pharmaceuticals Ltd.,PHARMAID,PHARMAIDS PHARMACEUTICALS LTD.,Active,X ,10.00,INE117D01018,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
524574,Ravish Infusions Ltd.,RAVIINF,RAVISH INFUSIONS LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524576,Vivid Global Industries Limited,VIVIDIND,VIVID GLOBAL INDUSTRIES LTD.,Active,X ,5.00,INE737C01023,Commodity Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Commodity Chemicals,
524578,Dolphin Laboratories Ltd.,DOLPLAB,DOLPHIN LABORATORIES LTD.,Delisted,B ,10.00,INE840C01017,-,Equity,-,-,-,-,
524580,Priya Limited.,PRIYALT,PRIYA LTD.-$,Active,XT,10.00,INE686C01014,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
524582,Tirupati Starch & Chemicals Ltd.,TIRUSTA,TIRUPATI STARCH & CHEMICALS LTD.,Active,XT,10.00,INE314D01011,Other Food Products,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Food Products,Other Food Products,
524584,Kanoria Dychem Ltd,KANODYE,KANORIA DYCHEM LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524586,Quality Pharmaceuticals Ltd.,QUAPHAMDM,QUALITY PHARMACEUTICALS LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524588,Emed.com Technologies Limited,EMEDTECH,Emed.com Technologies Ltd,Suspended,Z ,10.00,INE379F01019,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
524590,Hemo Organic Limited,HEMORGANIC,Hemo Organic Limited,Active,X ,10.00,INE422G01015,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
524592,JD Orgochem Ltd.,JDORGOCHEM,JD ORGOCHEM LTD.,Active,XT,1.00,INE263B01022,Specialty Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Specialty Chemicals,
524594,Ashok Alco-Chem Ltd.,ASHOKALC,ASHOK ALCO-CHEM LTD.,Active,X ,10.00,INE994D01010,Commodity Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Commodity Chemicals,
524596,Alchemie Organics Ltd.,ALCORDM,ALCHEMIE ORGANICS LTD.,Delisted,B ,10.00,INE768A01014,-,Equity,-,-,-,-,
524598,AksharChem (India) Ltd.,AKSCHEM,AKSHARCHEM (INDIA) LTD.-$,Active,B ,10.00,INE542B01011,Specialty Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Specialty Chemicals,
524600,FCL Technologies & Products Ltd.,FCLTECH,FCL TECHNOLOGIES & PRODUCTS LTD.,Delisted,B ,10.00,INE145B01013,-,Equity,-,-,-,-,
524602,Shiva Medicare ltd.,SHIVMED,SHIVA MEDICARE LTD.,Suspended,Z ,10.00,INE875N01028,Healthcare Services,Equity,Healthcare,Healthcare Services,Healthcare Services,Healthcare Services,
524604,Kamron Laboratories Ltd.,KAMRLAB,KAMRON LABORATORIES LTD.,Active,P ,10.00,INE276T01018,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
524606,Beryl Drugs Ltd.,BERLDRG,BERYL DRUGS LTD.,Active,X ,10.00,INE415H01017,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
524610,Rathi Graphics Technologies ltd.,RATHIGRA,RATHI GRAPHIC TECHNOLOGIES LTD.,Suspended,Z ,10.00,INE886C01010,Specialty Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Specialty Chemicals,
524612,Stellar Drugs Ltd.,STELADG,STELLAR DRUGS LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524614,IEL LIMITED,INDXTRA,IEL Ltd,Active,XT,10.00,INE056E01016,Other Food Products,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Food Products,Other Food Products,
524616,Pasumai Irrigation Ltd.,PASUMIR,PASUMAI IRRIGATION LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524622,iStreet Network Limited,ISTRNETWK,iStreet Network Limited,Active,X ,4.00,INE532B01020,Internet & Catalogue Retail,Equity,CDGS (Consumer Discretionary Goods & Services),Retailing,Retailing,Internet & Catalogue Retail,
524624,Gagan Gases Ltd.,GAGAN,GAGAN GASES LTD.,Active,XT,10.00,INE076D01016,Integrated Oil & Gas,Equity,Energy,Oil & Gas,Oil & Gas Producers,Integrated Oil & Gas,
524626,Sriman Petrochemicals ltd.,SRIMANP,SRIMAN PETROCHEMICALS LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524628,Parker Agro Chem Export Ltd.,PARKERAC,PARKER AGROCHEM EXPORTS LTD.-$,Active,XT,10.00,INE750B01010,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
524630,IOTA Chemiculture Ltd.,IOTACH,IOTA CHEMICULTURE LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524632,Shukra Pharmaceuticals Limited,SHUKRAPHAR,Shukra Pharmaceuticals Ltd,Active,XT,10.00,INE551C01028,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
524634,Alufluoride  Ltd.,ALUFLUOR,ALUFLUORIDE LTD.,Active,X ,10.00,INE058F01019,Commodity Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Commodity Chemicals,
524636,S.S.Organics Ltd.,SSORGS,SS ORGANICS LTD.,Active,XT,10.00,INE102E01018,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
524640,Archit Organosys Limited,ARCHITORG,ARCHIT ORGANOSYS LTD.,Active,X ,10.00,INE078I01011,Commodity Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Commodity Chemicals,
524642,Sikozy Realtors Limited,SIKOZY,Sikozy Realtors Limited,Suspended,XT,1.00,INE528E01022,Realty,Equity,CDGS (Consumer Discretionary Goods & Services),Realty,Realty,Realty,
524644,Sterling Basic Organics Ltd.,STERLCH,STERLING BASIC ORGANICS LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524646,Vitara Chemicals Limited,VITACHM-B,VITARA CHEMICALS LTD.,Delisted,P ,10.00,NA          ,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
524648,Indo Amines Ltd.,INDOAMIN,INDO AMINES LTD.-$,Active,X ,5.00,INE760F01028,Commodity Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Commodity Chemicals,
524650,Narmada Chematur Petrochemicals Ltd,NARMADACHEM,NARMADA CHEMATUR PETROCHEMICALS LTD.,Delisted,B ,10.00,INE693B01012,-,Equity,-,-,-,-,
524652,Ind-Swift Ltd.,INDSWFTLTD,IND-SWIFT LTD.,Active,T ,2.00,INE788B01028,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
524654,Natural Capsules Ltd.,NATCAPSUQ,NATURAL CAPSULES LTD.,Active,XT,10.00,INE936B01015,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
524661,Welcure Drugs & Pharmaceuticals ltd,WELCURE,WELCURE DRUGS & PHARMACEUTICALS LTD.,Active,X ,10.00,INE331C01017,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
524663,Bharat Immunologicals & Biologicals,BIBCL,BHARAT IMMUNOLOGICALS & BIOLOGICALS CORPORATION LTD.-$,Active,T ,10.00,INE994B01014,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
524665,Add-life Pharma Ltd.,ADDLP,ADD-LIFE PHARMA LTD.,Delisted,Z ,10.00,INE124C01016,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
524667,Savita Oil Technologies Limited,SOTL,SAVITA OIL TECHNOLOGIES LTD.,Active,B ,10.00,INE035D01012,Refineries/ Petro-Products,Equity,Energy,Oil & Gas,Oil & Gas Producers,Refineries/ Petroleum Products,
524669,Hester Biosciences Ltd,HESTERBIO,HESTER BIOSCIENCES LTD.,Active,A ,10.00,INE782E01017,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
524675,Kabsons Industries Ltd.,KABSON,KABSONS INDUSTRIES LTD.,Active,XT,10.00,INE645C01010,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
524677,U.P.Lime Chem Ltd.,UPLIMEC,U.P.LIME-CHEM LTD.,Delisted,P ,10.00,NA          ,Commodity Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Commodity Chemicals,
524679,Hindustan Industrial Chemicals Ltd.,HINCHEM,HINDUSTAN INDUSTRIAL CHEMICALS LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524683,Metrochem Industries Ltd.,METROCHE,METROCHEM INDUSTRIES LTD.-$,Delisted,B ,10.00,INE732B01018,Specialty Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Specialty Chemicals,
524685,Kanva Hydro-Chem Ltd.,KANVHYD,KANVA HYDRO-CHEM LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524687,"Basant Agro-Tech (India) Ltd.,",BASANTGL,BASANT AGRO TECH (INDIA) LTD.-$,Active,X ,1.00,INE473E01021,Fertilizers,Equity,Basic Materials,Chemicals & Petrochemicals,Fertilizers & Agricultural Chemicals,Fertilizers,
524689,Parenteral Drug (India) Ltd.,PARENTLD,PARENTERAL DRUGS (INDIA) LTD.-$,Suspended,T ,10.00,INE904D01019,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
524691,R.S.Petrochemicals Ltd.,RSPETRO,R.S.PETROCHEMICALS LTD.,Delisted,P ,10.00,NA          ,Commodity Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Commodity Chemicals,
